25000 100
1,7,8
2,7,8
3,8,7
4,8,7
5,8,7
6,8,7
7,7,8
8,8,7
9,7,8
10,7,8
11,8,7
12,7,8
13,7,8
14,8,7
15,8,7
16,8,7
17,8,7
18,7,8
19,7,8
20,7,8
21,7,8
22,7,8
23,7,8
24,8,7
25,7,8
26,8,7
27,8,7
28,7,8
29,7,8
30,8,7
31,8,7
32,7,8
33,8,7
34,7,8
35,8,7
36,7,8
37,8,7
38,8,7
39,7,8
40,7,8
41,7,8
42,8,7
43,8,7
44,8,7
45,8,7
46,7,8
47,8,7
48,8,7
49,7,8
50,7,8
51,7,8
52,8,7
53,8,7
54,8,7
55,7,8
56,8,7
57,8,7
58,8,7
59,8,7
60,8,7
61,8,7
62,7,8
63,7,8
64,8,7
65,7,8
66,8,7
67,8,7
68,8,7
69,8,7
70,7,8
71,7,8
72,7,8
73,7,8
74,7,8
75,7,8
76,8,7
77,8,7
78,8,7
79,7,8
80,7,8
81,8,7
82,8,7
83,8,7
84,8,7
85,7,8
86,7,8
87,7,8
88,7,8
89,8,7
90,7,8
91,8,7
92,7,8
93,8,7
94,7,8
95,7,8
96,7,8
97,8,7
98,7,8
99,7,8
100,8,7
101,7,8
102,8,7
103,7,8
104,7,8
105,8,7
106,7,8
107,8,7
108,8,7
109,8,7
110,7,8
111,8,7
112,7,8
113,7,8
114,7,8
115,7,8
116,8,7
117,8,7
118,8,7
119,7,8
120,7,8
121,7,8
122,8,7
123,7,8
124,8,7
125,8,7
126,7,8
127,8,7
128,7,8
129,8,7
130,8,7
131,8,7
132,7,8
133,8,7
134,8,7
135,8,7
136,7,8
137,8,7
138,8,7
139,8,7
140,8,7
141,7,8
142,8,7
143,7,8
144,7,8
145,7,8
146,8,7
147,7,8
148,8,7
149,8,7
150,7,8
151,8,7
152,7,8
153,8,7
154,7,8
155,8,7
156,8,7
157,7,8
158,8,7
159,7,8
160,8,7
161,8,7
162,7,8
163,8,7
164,8,7
165,8,7
166,7,8
167,7,8
168,7,8
169,8,7
170,7,8
171,7,8
172,8,7
173,7,8
174,8,7
175,7,8
176,7,8
177,8,7
178,8,7
179,8,7
180,7,8
181,7,8
182,7,8
183,8,7
184,7,8
185,8,7
186,8,7
187,7,8
188,7,8
189,7,8
190,8,7
191,8,7
192,8,7
193,7,8
194,8,7
195,7,8
196,7,8
197,7,8
198,7,8
199,8,7
200,7,8
201,8,7
202,7,8
203,7,8
204,8,7
205,8,7
206,8,7
207,7,8
208,8,7
209,7,8
210,7,8
211,8,7
212,8,7
213,8,7
214,7,8
215,7,8
216,8,7
217,7,8
218,7,8
219,7,8
220,7,8
221,7,8
222,7,8
223,8,7
224,7,8
225,8,7
226,7,8
227,8,7
228,8,7
229,8,7
230,7,8
231,7,8
232,8,7
233,7,8
234,7,8
235,8,7
236,8,7
237,8,7
238,7,8
239,7,8
240,8,7
241,7,8
242,8,7
243,8,7
244,7,8
245,8,7
246,7,8
247,7,8
248,8,7
249,7,8
250,8,7
251,7,8
252,7,8
253,8,7
254,7,8
255,7,8
256,7,8
257,8,7
258,8,7
259,8,7
260,7,8
261,7,8
262,8,7
263,7,8
264,7,8
265,8,7
266,8,7
267,7,8
268,8,7
269,7,8
270,8,7
271,8,7
272,7,8
273,7,8
274,8,7
275,8,7
276,8,7
277,8,7
278,7,8
279,7,8
280,7,8
281,7,8
282,7,8
283,7,8
284,8,7
285,8,7
286,7,8
287,7,8
288,8,7
289,7,8
290,7,8
291,8,7
292,8,7
293,8,7
294,8,7
295,8,7
296,7,8
297,7,8
298,8,7
299,7,8
300,7,8
301,8,7
302,8,7
303,8,7
304,7,8
305,8,7
306,7,8
307,7,8
308,7,8
309,7,8
310,7,8
311,7,8
312,8,7
313,7,8
314,8,7
315,8,7
316,8,7
317,7,8
318,8,7
319,7,8
320,8,7
321,8,7
322,8,7
323,7,8
324,8,7
325,8,7
326,7,8
327,7,8
328,8,7
329,7,8
330,8,7
331,8,7
332,7,8
333,8,7
334,7,8
335,7,8
336,8,7
337,7,8
338,7,8
339,8,7
340,7,8
341,8,7
342,7,8
343,7,8
344,7,8
345,8,7
346,8,7
347,8,7
348,8,7
349,8,7
350,7,8
351,8,7
352,8,7
353,7,8
354,7,8
355,7,8
356,7,8
357,7,8
358,7,8
359,7,8
360,8,7
361,7,8
362,7,8
363,7,8
364,7,8
365,7,8
366,7,8
367,7,8
368,7,8
369,7,8
370,8,7
371,8,7
372,8,7
373,8,7
374,8,7
375,8,7
376,8,7
377,8,7
378,8,7
379,8,7
380,7,8
381,7,8
382,8,7
383,8,7
384,8,7
